,NUM_TRADES,PRICE,TIME,TRAILING_PRICE_1,TRAILING_PRICE_2,TRAILING_PRICE_3,TRAILING_PRICE_4,TRAILING_PRICE_5,VOLUME
178,1,378.0,2014-12-02 03:10:00,378.0,377.0,377.0,377.0,377.0,5.2
179,0,378.0,2014-12-02 03:20:00,378.0,378.0,377.0,377.0,377.0,0.0
180,0,378.0,2014-12-02 03:30:00,378.0,378.0,377.0,377.0,377.0,0.0
181,0,378.0,2014-12-02 03:40:00,378.0,378.0,378.0,377.0,377.0,0.0
182,0,378.0,2014-12-02 03:50:00,378.0,378.0,378.0,377.0,377.0,0.0
183,0,378.0,2014-12-02 04:00:00,378.0,378.0,378.0,377.0,377.0,0.0
184,0,378.0,2014-12-02 04:10:00,378.0,378.0,378.0,377.0,377.0,0.0
185,0,378.0,2014-12-02 04:20:00,378.0,378.0,378.0,378.0,377.0,0.0
186,0,378.0,2014-12-02 04:30:00,378.0,378.0,378.0,378.0,377.0,0.0
187,0,378.0,2014-12-02 04:40:00,378.0,378.0,378.0,378.0,377.0,0.0
188,0,378.0,2014-12-02 04:50:00,378.0,378.0,378.0,378.0,377.0,0.0
189,0,378.0,2014-12-02 05:00:00,378.0,378.0,378.0,378.0,377.0,0.0
190,0,378.0,2014-12-02 05:10:00,378.0,378.0,378.0,378.0,377.0,0.0
191,0,378.0,2014-12-02 05:20:00,378.0,378.0,378.0,378.0,377.0,0.0
192,0,378.0,2014-12-02 05:30:00,378.0,378.0,378.0,378.0,377.0,0.0
193,0,378.0,2014-12-02 05:40:00,378.0,378.0,378.0,378.0,378.0,0.0
194,0,378.0,2014-12-02 05:50:00,378.0,378.0,378.0,378.0,378.0,0.0
195,0,378.0,2014-12-02 06:00:00,378.0,378.0,378.0,378.0,378.0,0.0
196,0,378.0,2014-12-02 06:10:00,378.0,378.0,378.0,378.0,378.0,0.0
197,0,378.0,2014-12-02 06:20:00,378.0,378.0,378.0,378.0,378.0,0.0
198,0,378.0,2014-12-02 06:30:00,378.0,378.0,378.0,378.0,378.0,0.0
199,0,378.0,2014-12-02 06:40:00,378.0,378.0,378.0,378.0,378.0,0.0
200,0,378.0,2014-12-02 06:50:00,378.0,378.0,378.0,378.0,378.0,0.0
201,0,378.0,2014-12-02 07:00:00,378.0,378.0,378.0,378.0,378.0,0.0
202,0,378.0,2014-12-02 07:10:00,378.0,378.0,378.0,378.0,378.0,0.0
203,0,378.0,2014-12-02 07:20:00,378.0,378.0,378.0,378.0,378.0,0.0
204,0,378.0,2014-12-02 07:30:00,378.0,378.0,378.0,378.0,378.0,0.0
205,0,378.0,2014-12-02 07:40:00,378.0,378.0,378.0,378.0,378.0,0.0
206,0,378.0,2014-12-02 07:50:00,378.0,378.0,378.0,378.0,378.0,0.0
207,0,378.0,2014-12-02 08:00:00,378.0,378.0,378.0,378.0,378.0,0.0
208,0,378.0,2014-12-02 08:10:00,378.0,378.0,378.0,378.0,378.0,0.0
209,0,378.0,2014-12-02 08:20:00,378.0,378.0,378.0,378.0,378.0,0.0
210,0,378.0,2014-12-02 08:30:00,378.0,378.0,378.0,378.0,378.0,0.0
211,0,378.0,2014-12-02 08:40:00,378.0,378.0,378.0,378.0,378.0,0.0
212,0,378.0,2014-12-02 08:50:00,378.0,378.0,378.0,378.0,378.0,0.0
213,0,378.0,2014-12-02 09:00:00,378.0,378.0,378.0,378.0,378.0,0.0
214,0,378.0,2014-12-02 09:10:00,378.0,378.0,378.0,378.0,378.0,0.0
215,0,378.0,2014-12-02 09:20:00,378.0,378.0,378.0,378.0,378.0,0.0
216,0,378.0,2014-12-02 09:30:00,378.0,378.0,378.0,378.0,378.0,0.0
217,0,378.0,2014-12-02 09:40:00,378.0,378.0,378.0,378.0,378.0,0.0
218,0,378.0,2014-12-02 09:50:00,378.0,378.0,378.0,378.0,378.0,0.0
219,0,378.0,2014-12-02 10:00:00,378.0,378.0,378.0,378.0,378.0,0.0
220,0,378.0,2014-12-02 10:10:00,378.0,378.0,378.0,378.0,378.0,0.0
221,0,378.0,2014-12-02 10:20:00,378.0,378.0,378.0,378.0,378.0,0.0
222,0,378.0,2014-12-02 10:30:00,378.0,378.0,378.0,378.0,378.0,0.0
223,1,378.0,2014-12-02 10:40:00,378.0,378.0,378.0,378.0,378.0,0.1
224,0,378.0,2014-12-02 10:50:00,378.0,378.0,378.0,378.0,378.0,0.0
225,1,378.0,2014-12-02 11:00:00,378.0,378.0,378.0,378.0,378.0,0.7936
226,0,378.0,2014-12-02 11:10:00,378.0,378.0,378.0,378.0,378.0,0.0
227,0,378.0,2014-12-02 11:20:00,378.0,378.0,378.0,378.0,378.0,0.0
228,0,378.0,2014-12-02 11:30:00,378.0,378.0,378.0,378.0,378.0,0.0
229,0,378.0,2014-12-02 11:40:00,378.0,378.0,378.0,378.0,378.0,0.0
230,0,378.0,2014-12-02 11:50:00,378.0,378.0,378.0,378.0,378.0,0.0
231,1,378.0,2014-12-02 12:00:00,378.0,378.0,378.0,378.0,378.0,0.01
232,0,378.0,2014-12-02 12:10:00,378.0,378.0,378.0,378.0,378.0,0.0
233,0,378.0,2014-12-02 12:20:00,378.0,378.0,378.0,378.0,378.0,0.0
234,0,378.0,2014-12-02 12:30:00,378.0,378.0,378.0,378.0,378.0,0.0
235,0,378.0,2014-12-02 12:40:00,378.0,378.0,378.0,378.0,378.0,0.0
236,0,378.0,2014-12-02 12:50:00,378.0,378.0,378.0,378.0,378.0,0.0
237,0,378.0,2014-12-02 13:00:00,378.0,378.0,378.0,378.0,378.0,0.0
238,0,378.0,2014-12-02 13:10:00,378.0,378.0,378.0,378.0,378.0,0.0
239,0,378.0,2014-12-02 13:20:00,378.0,378.0,378.0,378.0,378.0,0.0
240,0,378.0,2014-12-02 13:30:00,378.0,378.0,378.0,378.0,378.0,0.0
241,0,378.0,2014-12-02 13:40:00,378.0,378.0,378.0,378.0,378.0,0.0
242,0,378.0,2014-12-02 13:50:00,378.0,378.0,378.0,378.0,378.0,0.0
243,0,378.0,2014-12-02 14:00:00,378.0,378.0,378.0,378.0,378.0,0.0
244,0,378.0,2014-12-02 14:10:00,378.0,378.0,378.0,378.0,378.0,0.0
245,0,378.0,2014-12-02 14:20:00,378.0,378.0,378.0,378.0,378.0,0.0
246,0,378.0,2014-12-02 14:30:00,378.0,378.0,378.0,378.0,378.0,0.0
247,0,378.0,2014-12-02 14:40:00,378.0,378.0,378.0,378.0,378.0,0.0
248,0,378.0,2014-12-02 14:50:00,378.0,378.0,378.0,378.0,378.0,0.0
249,0,378.0,2014-12-02 15:00:00,378.0,378.0,378.0,378.0,378.0,0.0
250,0,378.0,2014-12-02 15:10:00,378.0,378.0,378.0,378.0,378.0,0.0
251,0,378.0,2014-12-02 15:20:00,378.0,378.0,378.0,378.0,378.0,0.0
252,0,378.0,2014-12-02 15:30:00,378.0,378.0,378.0,378.0,378.0,0.0
253,0,378.0,2014-12-02 15:40:00,378.0,378.0,378.0,378.0,378.0,0.0
254,0,378.0,2014-12-02 15:50:00,378.0,378.0,378.0,378.0,378.0,0.0
255,0,378.0,2014-12-02 16:00:00,378.0,378.0,378.0,378.0,378.0,0.0
256,0,378.0,2014-12-02 16:10:00,378.0,378.0,378.0,378.0,378.0,0.0
257,0,378.0,2014-12-02 16:20:00,378.0,378.0,378.0,378.0,378.0,0.0
258,0,378.0,2014-12-02 16:30:00,378.0,378.0,378.0,378.0,378.0,0.0
259,0,378.0,2014-12-02 16:40:00,378.0,378.0,378.0,378.0,378.0,0.0
260,0,378.0,2014-12-02 16:50:00,378.0,378.0,378.0,378.0,378.0,0.0
261,0,378.0,2014-12-02 17:00:00,378.0,378.0,378.0,378.0,378.0,0.0
262,0,378.0,2014-12-02 17:10:00,378.0,378.0,378.0,378.0,378.0,0.0
263,0,378.0,2014-12-02 17:20:00,378.0,378.0,378.0,378.0,378.0,0.0
264,0,378.0,2014-12-02 17:30:00,378.0,378.0,378.0,378.0,378.0,0.0
265,0,378.0,2014-12-02 17:40:00,378.0,378.0,378.0,378.0,378.0,0.0
266,0,378.0,2014-12-02 17:50:00,378.0,378.0,378.0,378.0,378.0,0.0
267,0,378.0,2014-12-02 18:00:00,378.0,378.0,378.0,378.0,378.0,0.0
268,0,378.0,2014-12-02 18:10:00,378.0,378.0,378.0,378.0,378.0,0.0
269,0,378.0,2014-12-02 18:20:00,378.0,378.0,378.0,378.0,378.0,0.0
270,0,378.0,2014-12-02 18:30:00,378.0,378.0,378.0,378.0,378.0,0.0
271,0,378.0,2014-12-02 18:40:00,378.0,378.0,378.0,378.0,378.0,0.0
272,0,378.0,2014-12-02 18:50:00,378.0,378.0,378.0,378.0,378.0,0.0
273,0,378.0,2014-12-02 19:00:00,378.0,378.0,378.0,378.0,378.0,0.0
274,0,378.0,2014-12-02 19:10:00,378.0,378.0,378.0,378.0,378.0,0.0
275,0,378.0,2014-12-02 19:20:00,378.0,378.0,378.0,378.0,378.0,0.0
276,0,378.0,2014-12-02 19:30:00,378.0,378.0,378.0,378.0,378.0,0.0
277,0,378.0,2014-12-02 19:40:00,378.0,378.0,378.0,378.0,378.0,0.0
278,0,378.0,2014-12-02 19:50:00,378.0,378.0,378.0,378.0,378.0,0.0
279,0,378.0,2014-12-02 20:00:00,378.0,378.0,378.0,378.0,378.0,0.0
280,0,378.0,2014-12-02 20:10:00,378.0,378.0,378.0,378.0,378.0,0.0
281,0,378.0,2014-12-02 20:20:00,378.0,378.0,378.0,378.0,378.0,0.0
282,0,378.0,2014-12-02 20:30:00,378.0,378.0,378.0,378.0,378.0,0.0
283,0,378.0,2014-12-02 20:40:00,378.0,378.0,378.0,378.0,378.0,0.0
284,0,378.0,2014-12-02 20:50:00,378.0,378.0,378.0,378.0,378.0,0.0
285,0,378.0,2014-12-02 21:00:00,378.0,378.0,378.0,378.0,378.0,0.0
286,0,378.0,2014-12-02 21:10:00,378.0,378.0,378.0,378.0,378.0,0.0
287,0,378.0,2014-12-02 21:20:00,378.0,378.0,378.0,378.0,378.0,0.0
288,0,378.0,2014-12-02 21:30:00,378.0,378.0,378.0,378.0,378.0,0.0
289,1,377.9,2014-12-02 21:40:00,378.0,378.0,378.0,378.0,378.0,0.01
290,1,378.0,2014-12-02 21:50:00,377.9,378.0,378.0,378.0,378.0,0.0660842
291,0,378.0,2014-12-02 22:00:00,378.0,377.9,378.0,378.0,378.0,0.0
292,1,378.0,2014-12-02 22:10:00,378.0,378.0,378.0,378.0,378.0,0.01052422
293,0,378.0,2014-12-02 22:20:00,378.0,378.0,377.9,378.0,378.0,0.0
294,0,378.0,2014-12-02 22:30:00,378.0,378.0,378.0,378.0,378.0,0.0
295,0,378.0,2014-12-02 22:40:00,378.0,378.0,378.0,378.0,378.0,0.0
296,0,378.0,2014-12-02 22:50:00,378.0,378.0,378.0,378.0,378.0,0.0
297,0,378.0,2014-12-02 23:00:00,378.0,378.0,378.0,377.9,378.0,0.0
298,0,378.0,2014-12-02 23:10:00,378.0,378.0,378.0,378.0,378.0,0.0
299,0,378.0,2014-12-02 23:20:00,378.0,378.0,378.0,378.0,378.0,0.0
300,0,378.0,2014-12-02 23:30:00,378.0,378.0,378.0,378.0,378.0,0.0
301,0,378.0,2014-12-02 23:40:00,378.0,378.0,378.0,378.0,378.0,0.0
302,0,378.0,2014-12-02 23:50:00,378.0,378.0,378.0,378.0,378.0,0.0
303,0,378.0,2014-12-03 00:00:00,378.0,378.0,378.0,378.0,378.0,0.0
304,0,378.0,2014-12-03 00:10:00,378.0,378.0,378.0,378.0,378.0,0.0
305,0,378.0,2014-12-03 00:20:00,378.0,378.0,378.0,378.0,377.9,0.0
